Date,B,A,ratio
2021-05-13,62791000,49537.15,1267.5537450176282
2021-05-14,62300000,49671.92,1254.2297539535416
2021-05-15,60370000,49844.16,1211.1749902094848
2021-05-16,60080000,46762.99,1284.7767005488743
2021-05-17,55795000,46426.83,1201.7835376656128
2021-05-18,55068000,43538.02,1264.8255478774645
2021-05-19,51876000,42849.78,1210.647989324566
2021-05-20,50334000,36671.23,1372.574631393602
2021-05-21,49738000,40525.39,1227.3293360039224
2021-05-22,46291000,37263.35,1242.2661945316243
2021-05-23,44297000,37458.51,1182.5617196199207
2021-05-24,44102000,34681.44,1271.6311664106217
2021-05-25,46323000,38810.99,1193.5536815731834
2021-05-26,48255000,38324.72,1259.1090032751706
2021-05-27,46747000,39241.92,1191.2516003294436
2021-05-28,43994000,38529.99,1141.8118717393907
2021-05-29,43487000,35661.79,1219.4284134363418
2021-05-30,42776000,34605.15,1236.1165895827644
2021-05-31,42939000,35641.26,1204.7553874357977
2021-06-01,43130000,37253.82,1157.7336230217466
2021-06-02,43474000,36694.85,1184.7439082051023
2021-06-03,44968000,37568.68,1196.9544844269215
2021-06-04,43565000,39246.78,1110.027370398285
2021-06-05,43518000,36829.15,1181.6183648007082
2021-06-06,42117000,35516.07,1185.8575568749584
2021-06-07,41684000,35796.31,1164.477567659907
2021-06-08,38155000,33556.96,1137.021947160887
2021-06-09,39090000,33380.8,1171.032449791497
2021-06-10,42162000,37388.05,1127.6865201581788
2021-06-11,42945000,36677.83,1170.870795791354
2021-06-12,41100000,37331.98,1100.932765955623
2021-06-13,41500000,35546.12,1167.4973246025163
2021-06-14,45104000,39020.56,1155.9034519238064
2021-06-15,45850000,40516.28,1131.643872537163
2021-06-16,46123000,40143.8,1148.944544363015
2021-06-17,45675000,38349.0,1191.0349683172965
2021-06-18,44261000,38092.97,1161.9204278374723
2021-06-19,42073000,35820.48,1174.5515414645477
2021-06-20,41907000,35483.72,1181.0204792507661
2021-06-21,38944000,35600.17,1093.9273604592338
2021-06-22,37024000,31614.12,1171.1222706815815
2021-06-23,38717000,32509.56,1190.9419875261308
2021-06-24,38714000,33675.07,1149.6338389200082
2021-06-25,39756000,34663.08,1146.9263550728901
2021-06-26,35782000,31576.09,1133.1992023078221
2021-06-27,38185000,32283.65,1182.7968646667896
2021-06-28,40171000,34702.49,1157.5826403235042
2021-06-29,40583000,34494.89,1176.4930979632056
2021-06-30,40163000,35911.72,1118.3814086320565
2021-07-01,39172000,35045.0,1117.7628763018974
2021-07-02,39072000,33502.33,1166.247243102196
2021-07-03,40245000,33786.54,1191.1548208250979
2021-07-04,41280000,34669.12,1190.684966910034
2021-07-05,40009000,35288.13,1133.780679225564
2021-07-06,40562000,33690.15,1203.9720808604295
2021-07-07,40407000,34220.02,1180.8000112215013
2021-07-08,38737000,33862.11,1143.9629721833637
2021-07-09,38809000,32875.71,1180.476406441108
2021-07-10,39901000,33815.81,1179.9510347378935
2021-07-11,39726000,33502.87,1185.749161191265
2021-07-12,40165000,34259.0,1172.3926559444233
2021-07-13,39066000,33086.94,1180.7075540983844
2021-07-14,37704000,32729.12,1152.0016425739525
2021-07-15,38115000,32820.03,1161.3334905543963
2021-07-16,37167000,31874.49,1166.042186086742
2021-07-17,37405000,31383.86,1191.8546666981053
2021-07-18,37407000,31520.07,1186.7676689804305
2021-07-19,37323000,31778.57,1174.4707203628107
2021-07-20,35260000,30839.65,1143.3333387376315
2021-07-21,36441000,29790.34,1223.248878663352
2021-07-22,37958000,32144.51,1180.8548333759015
2021-07-23,37899000,32287.58,1173.7950010499392
2021-07-24,39372000,33634.1,1170.5976969801482
2021-07-25,40246000,34261.51,1174.6709354024383
2021-07-26,44360000,35381.02,1253.7795688196668
2021-07-27,43082000,37241.33,1156.8330132140823
2021-07-28,45864000,39456.61,1162.3907882608262
2021-07-29,46201000,40019.57,1154.4601803567605
2021-07-30,44806000,40018.49,1119.6324499000339
2021-07-31,48249000,42206.36,1143.1689442065128
2021-08-01,48281000,41461.84,1164.4683400447257
2021-08-02,45941000,39850.27,1152.8403697139318
2021-08-03,45115000,39146.86,1152.4551394415796
2021-08-04,44195000,38207.04,1156.7239964153202
2021-08-05,44827000,39723.17,1128.4849623028576
2021-08-06,47267000,40862.46,1156.7340781734629
2021-08-07,49882000,42836.87,1164.4641636982346
2021-08-08,50823000,44572.54,1140.2311826967905
2021-08-09,50639000,43794.36,1156.2904447056653
2021-08-10,53055000,46248.87,1147.163163121607
2021-08-11,53120000,45585.0,1165.295601623341
2021-08-12,52386000,45510.67,1151.0707269306297
2021-08-13,53478000,44400.06,1204.4578318137408
2021-08-14,55186000,47799.99,1154.5190699830691
2021-08-15,53638000,47068.5,1139.573175265836
2021-08-16,54562000,46973.82,1161.5406198601688
2021-08-17,53926000,45901.3,1174.8251138856633
2021-08-18,53600000,44695.95,1199.2137990131098
2021-08-19,52830000,44699.37,1181.8958522234204
2021-08-20,55148000,46760.62,1179.368451487598
2021-08-21,57153000,49322.47,1158.7619192631676
2021-08-22,57401000,48821.88,1175.7228521310528
2021-08-23,58440000,49239.22,1186.8587682745583
2021-08-24,57605000,49488.85,1163.9995675793639
2021-08-25,55188000,47674.01,1157.611872800295
2021-08-26,55200000,48973.32,1127.144330831563
2021-08-27,55577000,46843.86,1186.430836399904
2021-08-28,57416000,49069.9,1170.0859386304028
2021-08-29,57009000,48895.35,1165.9390923676792
2021-08-30,56557000,48767.84,1159.7191919920997
2021-08-31,55981000,46982.91,1191.5183627408348
2021-09-01,55310000,47100.89,1174.2877894663986
2021-09-02,57938000,48810.51,1186.9984558653452
2021-09-03,58137000,49246.63,1180.5274797483605
2021-09-04,58086000,49998.0,1161.7664706588264
2021-09-05,57919000,49917.54,1160.2935561327743
2021-09-06,59571000,51756.88,1150.9774159493386
2021-09-07,59876000,52666.2,1136.896149712719
2021-09-08,55091000,46868.57,1175.4359051278927
2021-09-09,55250000,46048.31,1199.8268774684675
2021-09-10,55498000,46395.14,1196.2028781462886
2021-09-11,54660000,44842.2,1218.941086744183
2021-09-12,55385000,45173.68,1226.0457859532364
2021-09-13,54299000,46025.23,1179.7659674921777
2021-09-14,55306000,44940.72,1230.643389781027
2021-09-15,56393000,47103.28,1197.2202360430101
2021-09-16,57092000,48121.4,1186.4160228089788
2021-09-17,57461000,47737.81,1203.67901250602
2021-09-18,58763000,47299.98,1242.3472483497878
2021-09-19,58432000,48292.75,1209.9538750640625
2021-09-20,55828000,47241.75,1181.7513110754787
2021-09-21,53298000,43016.64,1239.0089044611573
2021-09-22,52336000,40734.09,1284.8206502219641
2021-09-23,53530000,43546.37,1229.2643451107406
2021-09-24,53757000,44865.26,1198.1876400582544
2021-09-25,52055000,42810.58,1215.9377424926267
2021-09-26,51724000,42670.63,1212.1686508964128
2021-09-27,53175000,43160.9,1232.017868024068
2021-09-28,51042000,42147.35,1211.0369928358487
2021-09-29,51483000,41025.01,1254.917427198677
2021-09-30,52487000,41524.29,1264.0071630363818
2021-10-01,54920000,43820.01,1253.30870531522
2021-10-02,58270000,48141.6,1210.3876896488691
2021-10-03,58332000,47634.89,1224.564599603358
2021-10-04,58004000,48200.01,1203.4022399580415
2021-10-05,60635000,49224.93,1231.7945398805036
2021-10-06,61412000,51471.99,1193.1149349384004
2021-10-07,66200000,55315.0,1196.7820663472837
2021-10-08,67933000,53785.22,1263.0421517286718
2021-10-09,67190000,53955.67,1245.2815431631188
2021-10-10,67930000,54949.72,1236.2210398888292
2021-10-11,69201000,54659.01,1266.049275316183
2021-10-12,70738000,57471.35,1230.8393660493446
2021-10-13,67279000,55996.91,1201.4770100707342
2021-10-14,70027000,57370.83,1220.6028743178372
2021-10-15,72131000,57347.94,1257.7783962248686
2021-10-16,75500000,61672.42,1224.2101088298466
2021-10-17,74524000,60875.57,1224.2020896067174
2021-10-18,76205000,61528.32,1238.5353606274314
2021-10-19,76696000,62005.6,1236.9205362096327
2021-10-20,78467000,64280.59,1220.6950807389915
2021-10-21,80071000,66001.4,1213.1712357616657
2021-10-22,77502000,62193.15,1246.150098523712
2021-10-23,74791000,60688.23,1232.3806444841116
2021-10-24,74270000,61286.75,1211.8443219782416
2021-10-25,76090000,60852.22,1250.406312210138
2021-10-26,75626000,63078.78,1198.9134856444591
2021-10-27,72848000,60328.81,1207.5159447036997
2021-10-28,73152000,58413.44,1252.3145358328493
2021-10-29,73347000,60575.9,1210.828068588333
2021-10-30,73799000,62253.7,1185.4556436003002
2021-10-31,72388000,61859.19,1170.2060760899067
2021-11-01,73347000,61299.81,1196.5289941355447
2021-11-02,72799000,60911.12,1195.167647549413
2021-11-03,73980000,63220.57,1170.1887534389518
2021-11-04,73642000,62896.49,1170.8443507737873
2021-11-05,74734000,61395.01,1217.265051345378
2021-11-06,74365000,60940.18,1220.2950499982114
2021-11-07,75309000,61470.62,1225.1218549609553
2021-11-08,80077000,63273.58,1265.5677140443136
2021-11-09,81830000,67525.82,1211.8327478289045
2021-11-10,80188000,66947.67,1197.7713339388808
2021-11-11,79367000,64882.42,1223.2435226676193
2021-11-12,78525000,64774.25,1212.287290088268
2021-11-13,77522000,64122.22,1208.9724903473398
2021-11-14,78287000,64380.01,1216.014101271497
2021-11-15,79012000,65519.11,1205.9382369510208
2021-11-16,74487000,63606.73,1171.0553270070634
2021-11-17,73194000,60058.87,1218.7042480153223
2021-11-18,73016000,60344.86,1209.9787786399704
2021-11-19,70963000,56891.62,1247.336602473264
2021-11-20,72461000,58057.1,1248.098854403682
2021-11-21,72855000,59707.52,1220.1980588039833
2021-11-22,71659000,58617.7,1222.4805818037896
2021-11-23,70151000,56243.83,1247.2657000776796
2021-11-24,70851000,57541.26,1231.3077607268244
2021-11-25,71995000,57138.29,1260.013206555534
2021-11-26,70828000,58960.37,1201.2814709269971
2021-11-27,70023000,53723.72,1303.3907555173023
2021-11-28,69578000,54716.47,1271.6098096240491
2021-11-29,71896000,57274.89,1255.2795823789447
2021-11-30,71110000,57776.25,1230.78254473075
2021-12-01,70717000,56950.56,1241.7261568630756
2021-12-02,70727000,57184.07,1236.8304669464765
2021-12-03,70455000,56484.26,1247.338639118225
2021-12-04,60930000,53601.05,1136.731463282902
2021-12-05,62350000,49152.46,1268.502125834597
2021-12-06,59971000,49396.32,1214.0782957110976
2021-12-07,63307000,50441.91,1255.0476379661277
2021-12-08,62779000,50588.95,1240.9627003525475
2021-12-09,61212000,50471.19,1212.810714389734
2021-12-10,59849000,47535.9,1259.0273877217007
2021-12-11,60491000,47140.54,1283.2054957367905
2021-12-12,61279000,49389.99,1240.716995488357
2021-12-13,60822000,50053.9,1215.1300897632352
2021-12-14,59138000,46702.76,1266.2634927785853
2021-12-15,60028000,48336.95,1241.8656948773144
2021-12-16,60776000,48864.98,1243.753706642262
2021-12-17,58804000,47632.38,1234.5383539516606
2021-12-18,57773000,46133.83,1252.291431255545
2021-12-19,58973000,46834.47,1259.1794035461487
2021-12-20,57535000,46681.24,1232.5079625134208
2021-12-21,59727000,46914.17,1273.1121535348489
2021-12-22,60290000,48887.59,1233.2373103276313
2021-12-23,59245000,48588.17,1219.3297257336508
2021-12-24,62149000,50838.82,1222.471331946729
2021-12-25,61741000,50819.99,1214.8959494088842
2021-12-26,60742000,50399.67,1205.2063039301647
2021-12-27,60973000,50775.48,1200.8355213973357
2021-12-28,60232000,50701.44,1187.974148268767
2021-12-29,58033000,47543.74,1220.6233670300232
2021-12-30,57075000,46464.66,1228.3529030450238
2021-12-31,58567000,47120.88,1242.909724945714
2022-01-01,57536000,46216.93,1244.9117671814204
2022-01-02,57422000,47722.66,1203.2439097066256
2022-01-03,57335000,47286.18,1212.5107166618238
2022-01-04,56641000,46446.1,1219.4995920001895
2022-01-05,56700000,45832.01,1237.1266283106502
2022-01-06,53194000,43451.14,1224.2256474743815
2022-01-07,52067000,43082.3,1208.5473616775334
2022-01-08,51799000,41566.48,1246.1723966041868
2022-01-09,51736000,41679.74,1241.274537701051
2022-01-10,51398000,41864.62,1227.719253154573
2022-01-11,51110000,41822.49,1222.0697524226798
2022-01-12,52070000,42729.29,1218.602040895133
2022-01-13,53519000,43902.65,1219.0380307339078
2022-01-14,51858000,42558.35,1218.515285484517
2022-01-15,52244000,43059.96,1213.284917124865
2022-01-16,52273000,43084.29,1213.2728658172155
2022-01-17,52069000,43071.66,1208.8923435966944
2022-01-18,50618000,42201.63,1199.4323442009231
2022-01-19,50166000,42352.12,1184.4979660994538
2022-01-20,50671000,41660.0,1216.2986077772443
2022-01-21,48046000,40680.92,1181.045069777183
2022-01-22,44060000,36445.31,1208.9347024349636
2022-01-23,43982000,35071.42,1254.0695529294223
2022-01-24,43002000,36244.55,1186.4404441495342
2022-01-25,44023000,36660.35,1200.8341437002102
2022-01-26,45829000,36958.32,1240.0184856887433
2022-01-27,44946000,36807.24,1221.118453869402
2022-01-28,45541000,37160.11,1225.5345853389563
2022-01-29,46711000,37716.57,1238.474230291885
2022-01-30,47146000,38166.83,1235.2610892756877
2022-01-31,46080000,37881.75,1216.4168762002812
2022-02-01,47401000,38466.9,1232.2542237612076
2022-02-02,47573000,38694.59,1229.4483544082004
2022-02-03,45736000,36896.37,1239.579936996512
2022-02-04,46504000,37311.98,1246.3557281066294
2022-02-05,50748000,41571.7,1220.7342976111154
2022-02-06,50994000,41382.6,1232.2570355656726
2022-02-07,52112000,42380.87,1229.6113789075118
2022-02-08,53256000,43839.99,1214.7812989920847
2022-02-09,52910000,44043.0,1201.325976886225
2022-02-10,53600000,44372.71,1207.9496609515172
2022-02-11,52471000,43495.44,1206.3563444811684
2022-02-12,51683000,42373.73,1219.6943719611183
2022-02-13,51895000,42217.87,1229.2188118443682
2022-02-14,51249000,42053.65,1218.6575957140462
2022-02-15,53291000,42535.94,1252.8464164656993
2022-02-16,53456000,44544.85,1200.0489394396884
2022-02-17,52732000,43873.56,1201.9083931187713
2022-02-18,49777000,40515.71,1228.5851586952322
2022-02-19,48672000,39974.45,1217.5777277736154
2022-02-20,46897000,40079.17,1170.1090616397496
2022-02-21,47489000,38386.89,1237.1150671492273
2022-02-22,45438000,37008.16,1227.7832780662425
2022-02-23,46970000,38230.33,1228.6056646646784
2022-02-24,43901000,37250.02,1178.549702792106
2022-02-25,46939000,38328.68,1224.644313344472
2022-02-26,47352000,39219.16,1207.3690512494402
2022-02-27,47522000,39116.73,1214.8766013928055
2022-02-28,46932000,37699.08,1244.9110163961561
2022-03-01,52875000,43160.0,1225.0926784059313
2022-03-02,53331000,44421.2,1200.575400934689
2022-03-03,53013000,43892.99,1207.7782807687515
2022-03-04,51041000,42454.0,1202.2659820040515
2022-03-05,48395000,39148.65,1236.18566668327
2022-03-06,48368000,39397.97,1227.677466630895
2022-03-07,47404000,38420.8,1233.8108524549202
2022-03-08,48283000,37988.01,1271.0062990927927
2022-03-09,51858000,38730.63,1338.9402651080038
2022-03-10,48756000,41941.7,1162.4707629876712
2022-03-11,48637000,39422.01,1233.7524139433783
2022-03-12,48755000,38729.57,1258.857250416155
2022-03-13,48698000,38807.35,1254.8653798829346
2022-03-14,48520000,37777.35,1284.3674847494597
2022-03-15,48008000,39671.37,1210.1422259932035
2022-03-16,49832000,39280.33,1268.6247798834684
2022-03-17,49966000,41114.01,1215.303493869851
2022-03-18,49869000,40917.89,1218.757858726342
2022-03-19,50740000,41757.51,1215.1107669015705
2022-03-20,51078000,42201.13,1210.3467371608297
2022-03-21,50194000,41262.11,1216.4671171687537
2022-03-22,51770000,41002.26,1262.6133291189315
2022-03-23,51711000,42364.13,1220.6316995061625
2022-03-24,52353000,42882.76,1220.8402630800815
2022-03-25,53070000,43991.46,1206.3705091851918
2022-03-26,54096000,44313.16,1220.7660207486895
2022-03-27,54007000,44511.27,1213.3331625900587
2022-03-28,56743000,46827.76,1211.7385072444208
2022-03-29,57163000,47122.21,1213.079777030831
2022-03-30,56930000,47434.79,1200.1739651424618
2022-03-31,56978000,47067.99,1210.5467006345502
2022-04-01,55369000,45510.35,1216.624350285155
2022-04-02,56638000,46283.49,1223.7193003379823
2022-04-03,56532000,45810.99,1234.0270315048856
2022-04-04,56532000,46407.36,1218.1688421836536
2022-04-05,56953000,46580.5,1222.6790180440314
2022-04-06,55800000,45497.54,1226.4399349942876
2022-04-07,53615000,43170.47,1241.9369073350372
2022-04-08,54412000,43444.2,1252.4571749508566
2022-04-09,53144000,42252.02,1257.7860182779427
2022-04-10,53258000,42753.96,1245.6857797499927
2022-04-11,52750000,42158.85,1251.2200878344643
2022-04-12,50460000,39530.45,1276.4843304338808
2022-04-13,50453000,40074.95,1258.9660124342015
2022-04-14,51567000,41147.78,1253.2146327213766
2022-04-15,50320000,39942.37,1259.815078574456
2022-04-16,50543000,40551.9,1246.3780981902205
2022-04-17,50550000,40378.7,1251.8976589142296
2022-04-18,48961000,39678.11,1233.9549439224802
2022-04-19,50878000,40801.13,1246.9752675967554
2022-04-20,51599000,41493.19,1243.5534602184116
2022-04-21,52087000,41358.19,1259.4119810368877
2022-04-22,50478000,40480.01,1246.9858579580389
2022-04-23,49806000,39709.19,1254.2688480928468
2022-04-24,49960000,39441.61,1266.682572034965
2022-04-25,48747000,39450.12,1235.6616405729565
2022-04-26,50853000,40426.08,1257.925576756391
2022-04-27,49537000,38112.64,1299.7525230474719
2022-04-28,50427000,39235.72,1285.23192641807
2022-04-29,50074000,39742.06,1259.9749484551128
2022-04-30,49738000,38596.11,1288.679092271216
2022-05-01,49134000,37630.8,1305.6857680410726
2022-05-02,49900000,38468.35,1297.1702711449802
2022-05-03,49599000,38525.16,1287.444361035749
2022-05-04,49898000,37728.95,1322.5387931548587
2022-05-05,50467000,39690.0,1271.5293524817334
2022-05-06,46887000,36552.97,1282.7138259900632
2022-05-07,46917000,36013.77,1302.7516974757157
2022-05-08,45558000,35472.4,1284.3224591513401
2022-05-09,44198000,34038.39,1298.4750453825814
2022-05-10,42036000,30074.23,1397.7415215618155
2022-05-11,41997000,31017.11,1353.9946178093317
2022-05-12,38519000,29103.94,1323.497780712852
2022-05-13,40050000,29029.74,1379.6196590117581
2022-05-14,39625000,29287.05,1352.9870710774899
2022-05-15,39352000,30086.74,1307.9516092471301
2022-05-16,39408000,31328.89,1257.8805058206658
2022-05-17,39664000,29874.01,1327.7092696963014
2022-05-18,38664000,30444.93,1269.9651469062337
2022-05-19,37482000,28715.33,1305.2958123761766
2022-05-20,38826000,30319.22,1280.5738406199105
2022-05-21,38019000,29201.01,1301.9755138606508
2022-05-22,38151000,29445.07,1295.6668128145052
2022-05-23,38859000,30293.93,1282.732217312181
2022-05-24,37248000,29109.14,1279.5980918708008
2022-05-25,38073000,29654.58,1283.8826245389414
2022-05-26,37350000,29542.14,1264.2956806785155
2022-05-27,37050000,29201.35,1268.7769572297173
2022-05-28,36926000,28629.81,1289.7745391953351
2022-05-29,37082000,29031.33,1277.3097202229453
2022-05-30,38618000,29468.1,1310.5018647282996
2022-05-31,39726000,31734.23,1251.834375688334
2022-06-01,39860000,31801.05,1253.417733062273
2022-06-02,37979000,29805.84,1274.2133756337685
2022-06-03,38350000,30452.63,1259.3329377462635
2022-06-04,37950000,29700.21,1277.7687430492915
2022-06-05,37723000,29864.03,1263.1583882014584
2022-06-06,39566000,29919.2,1322.4284071766624
2022-06-07,37653000,31373.1,1200.1682970442832
2022-06-08,38717000,31125.32,1243.90688995326
2022-06-09,38668000,30204.77,1280.1951479849045
2022-06-10,38161000,30109.93,1267.3891968529983
2022-06-11,37480000,29091.87,1288.3324447689338
2022-06-12,35751000,28424.71,1257.7437025742743
2022-06-13,31909000,26574.53,1200.7361936410541
2022-06-14,29289000,22485.27,1302.586093028903
2022-06-15,26794000,22136.42,1210.4034889110344
2022-06-16,28447000,22583.72,1259.6241894603722
2022-06-17,27561000,20400.6,1350.9896767742125
2022-06-18,25395000,20468.81,1240.668118957575
2022-06-19,24580000,18970.79,1295.6761421111087
2022-06-20,26712000,20574.0,1298.3377077865266
2022-06-21,27598000,20573.9,1341.4082891430403
2022-06-22,26482000,20723.51,1277.8723295426307
2022-06-23,26901000,19988.0,1345.8575145087052
2022-06-24,27346000,21110.12,1295.397657616347
2022-06-25,27836000,21237.68,1310.6893031630573
2022-06-26,27832000,21491.18,1295.042896667377
2022-06-27,27821000,21038.08,1322.411550863957
2022-06-28,27328000,20742.57,1317.483802633907
2022-06-29,26276000,20281.28,1295.5789772637625
2022-06-30,25407000,20123.0,1262.5851016250062
2022-07-01,25692000,19942.21,1288.3226081763255
2022-07-02,25326000,19279.8,1313.602838203716
2022-07-03,25218000,19252.82,1309.834091836936
2022-07-04,25258000,19315.83,1307.6321338508362
2022-07-05,26234000,20236.71,1296.3569671157022
2022-07-06,26563000,20175.84,1316.5746754534136
2022-07-07,26861000,20564.51,1306.182350077877
2022-07-08,28078000,21624.99,1298.4052246960575
2022-07-09,28291000,21594.75,1310.0869424281366
2022-07-10,27883000,21592.15,1291.348939313593
2022-07-11,27009000,20861.11,1294.7057946580983
2022-07-12,26223000,19963.61,1313.5399860045352
2022-07-13,26193000,19331.28,1354.9542503134817
2022-07-14,26191000,20234.87,1294.3498030874428
2022-07-15,27565000,20588.84,1338.8321051598828
2022-07-16,27281000,20830.04,1309.6950365913842
2022-07-17,28269000,21195.6,1333.7202060805073
2022-07-18,29244000,20799.58,1405.98992864279
2022-07-19,28798000,22432.58,1283.7578200991593
2022-07-20,30682000,23398.48,1311.2817584732
2022-07-21,30109000,23223.3,1296.499636141289
2022-07-22,30656000,23152.19,1324.1080001503099
2022-07-23,29989000,22684.83,1321.9847801372105
2022-07-24,29909000,22448.58,1332.3337155401366
2022-07-25,29184000,22577.13,1292.6355121310812
2022-07-26,28154000,21310.9,1321.107977607703
2022-07-27,28547000,21254.67,1343.093070840432
2022-07-28,30210000,22954.31,1316.092707644011
2022-07-29,31534000,23845.25,1322.443673268261
2022-07-30,31514000,23777.28,1325.3828865202413
2022-07-31,31212000,23644.64,1320.0454733081156
2022-08-01,30782000,23296.36,1321.3223009946619
2022-08-02,30411000,23266.9,1307.0499292987033
2022-08-03,31020000,22985.93,1349.5212071036499
2022-08-04,30583000,22816.91,1340.3655446771716
2022-08-05,30734000,22622.41,1358.5643616219493
2022-08-06,30681000,23313.56,1316.0152289054095
2022-08-07,30517000,22954.21,1329.4728940791254
2022-08-08,31780000,23174.39,1371.3413815854485
2022-08-09,31559000,23810.98,1325.3969387232278
2022-08-10,30905000,23151.32,1334.9130848694588
2022-08-11,32454000,23954.05,1354.8439616682774
2022-08-12,31903000,23933.09,1333.007981836027
2022-08-13,32424000,24401.7,1328.7598814836672
2022-08-14,32844000,24443.06,1343.6942837762538
2022-08-15,32418000,24305.25,1333.7859104514457
2022-08-16,32201000,24093.04,1336.527063417485
2022-08-17,31970000,23856.15,1340.115651519629
2022-08-18,31650000,23342.66,1355.8866041830709
2022-08-19,29795000,23191.45,1284.7407126333196
2022-08-20,29211000,20834.39,1402.0568876746572
2022-08-21,29384000,21140.07,1389.9670152464018
2022-08-22,29170000,21516.7,1355.6911608192706
2022-08-23,29302000,21400.75,1369.2043503148254
2022-08-24,29144000,21529.11,1353.702034129604
2022-08-25,29361000,21368.05,1374.0608057356662
2022-08-26,29113000,21559.04,1350.3848037760492
2022-08-27,27952000,20239.14,1381.086350506988
2022-08-28,27714000,20037.6,1383.0997724278357
2022-08-29,27473000,19555.61,1404.8654069088102
2022-08-30,28033000,20287.2,1381.8072479198706
2022-08-31,27685000,19813.03,1397.3127785098998
2022-09-01,27425000,20048.44,1367.9368569325095
2022-09-02,27692000,20132.64,1375.4778310246445
2022-09-03,27474000,19950.98,1377.0752113430017
2022-09-04,27310000,19832.45,1377.0361200961052
2022-09-05,27297000,20000.3,1364.8295275570867
2022-09-06,27548000,19795.34,1391.6406588621362
2022-09-07,26435000,18790.61,1406.8196828096586
2022-09-08,26827000,19292.85,1390.5151390281892
2022-09-09,28611000,19320.54,1480.8592306426217
2022-09-10,29360000,21361.62,1374.427594910873
2022-09-11,29854000,21647.21,1379.115368677996
2022-09-12,30492000,21826.87,1396.9937054648697
2022-09-13,30610000,22395.44,1366.7960977770476
2022-09-14,28542000,20173.62,1414.8179652437193
2022-09-15,28290000,20227.17,1398.6138446455932
2022-09-16,27842000,19701.88,1413.1646320046614
2022-09-17,27988000,19803.3,1413.2998035680923
2022-09-18,28141000,20112.61,1399.1719622664586
2022-09-19,26327000,19417.45,1355.8422964910428
2022-09-20,27344000,19537.02,1399.5993247690794
2022-09-21,26706000,18874.31,1414.9391421461235
2022-09-22,27384000,18461.36,1483.3143387052742
2022-09-23,27165000,19401.63,1400.140091322224
2022-09-24,27367000,19288.57,1418.8195392400785
2022-09-25,27396000,18921.99,1447.8392600355457
2022-09-26,27711000,18809.13,1473.273883481054
2022-09-27,28679000,19226.68,1491.6251791781003
2022-09-28,27212000,19078.1,1426.347487433235
2022-09-29,27955000,19412.82,1440.027775459722
2022-09-30,28056000,19590.54,1432.1197884284966
2022-10-01,27831000,19422.61,1432.9176150888063
2022-10-02,27888000,19312.24,1444.058275994913
2022-10-03,27863000,19057.74,1462.0306500141148
2022-10-04,28568000,19629.08,1455.3916943636684
2022-10-05,28733000,20337.82,1412.7866211816213
2022-10-06,28559000,20158.26,1416.7393415899985
2022-10-07,28426000,19960.67,1424.1004936207053
2022-10-08,27772000,19530.09,1422.0108560687636
2022-10-09,27711000,19416.52,1427.1867461316447
2022-10-10,27522000,19439.96,1415.7436537935264
2022-10-11,27429000,19131.87,1433.681077699148
2022-10-12,27445000,19060.0,1439.9265477439665
2022-10-13,27290000,19155.1,1424.6858538979177
2022-10-14,28139000,19375.58,1452.292008806962
2022-10-15,27528000,19176.93,1435.4748127046405
2022-10-16,27609000,19068.4,1447.892848901848
2022-10-17,27650000,19262.98,1435.395769501915
2022-10-18,27997000,19548.48,1432.1829625628181
2022-10-19,27571000,19327.44,1426.5210498648555
2022-10-20,27531000,19123.35,1439.6536171748153
2022-10-21,27434000,19041.92,1440.716062245824
2022-10-22,27580000,19164.37,1439.1289669318637
2022-10-23,27564000,19204.29,1435.3042991956484
2022-10-24,27883000,19570.4,1424.7537096840124
2022-10-25,27689000,19330.6,1432.3921657889564
2022-10-26,29160000,20079.02,1452.2621123939316
2022-10-27,29015000,20771.61,1396.8585006169478
2022-10-28,28506000,20295.11,1404.574796588932
2022-10-29,29326000,20591.84,1424.1563648513197
2022-10-30,29117000,20809.68,1399.2046009357184
2022-10-31,28786000,20627.48,1395.5170481319094
2022-11-01,28849000,20490.74,1407.904253335897
2022-11-02,28861000,20482.81,1409.0351860901897
2022-11-03,28762000,20151.84,1427.2642101167933
2022-11-04,29015000,20207.12,1435.880026446124
2022-11-05,29701000,21148.52,1404.4008753331202
2022-11-06,29723000,21299.37,1395.4872843656879
2022-11-07,29088000,20905.58,1391.3988514071361
2022-11-08,27966000,20590.67,1358.1879560014318
2022-11-09,25709000,18545.38,1386.2751801257239
2022-11-10,23958000,15922.68,1504.6462027749096
2022-11-11,24046000,17602.45,1366.059838261151
2022-11-12,23387000,17069.98,1370.0660457715826
2022-11-13,22934000,16813.16,1364.0505413616477
2022-11-14,22874000,16331.78,1400.5821778152779
2022-11-15,22998000,16617.72,1383.944367819412
2022-11-16,22957000,16900.57,1358.3565524713072
2022-11-17,22726000,16661.61,1363.9738296599187
2022-11-18,23018000,16692.56,1378.9376824165975
2022-11-19,23076000,16699.43,1381.8435719063464
2022-11-20,22971000,16700.68,1375.4529755674619
2022-11-21,22450000,16279.5,1379.034982646887
2022-11-22,22096000,15781.29,1400.139025390193
2022-11-23,22933000,16227.96,1413.1782429830985
2022-11-24,22838000,16603.11,1375.5254286696888
2022-11-25,22559000,16599.55,1359.0127443213823
2022-11-26,22725000,16521.35,1375.4929227938396
2022-11-27,22717000,16457.61,1380.334082530817
